id,date,location,site,habitat,transect_no,size_class,area_m2,number
panama_colon_coral_reef_1,06-04-2025,panama,colon,coral_reef,1,5,177.06,10
david_chiriqui_seagrass_4,28-02-2025,david,chiriqui,seagrass,4,5,141.61,10
puerto_armuelles_open_water_4,19-03-2025,puerto,armuelles,open_water,4,1,184.32,5
pedasi_azuero_rocky_shore_8,09-03-2025,pedasi,azuero,rocky_shore,8,3,150.28,5
puerto_armuelles_open_water_3,02-04-2025,puerto,armuelles,open_water,3,3,142.58,10
panama_colon_coral_reef_10,12-02-2025,panama,colon,coral_reef,10,5,119.68,6
bocas_almirante_mangrove_10,28-03-2025,bocas,almirante,mangrove,10,1,168.5,5
david_chiriqui_seagrass_6,07-03-2025,david,chiriqui,seagrass,6,5,191.76,6
pedasi_azuero_rocky_shore_2,14-04-2025,pedasi,azuero,rocky_shore,2,1,182.74,7
puerto_armuelles_open_water_9,15-04-2025,puerto,armuelles,open_water,9,3,154.95,9
panama_colon_coral_reef_9,14-02-2025,panama,colon,coral_reef,9,5,145.52,8
panama_colon_coral_reef_2,12-03-2025,panama,colon,coral_reef,2,5,109.35,5
pedasi_azuero_rocky_shore_8,14-03-2025,pedasi,azuero,rocky_shore,8,5,152.11,5
pedasi_azuero_rocky_shore_6,24-03-2025,pedasi,azuero,rocky_shore,6,5,181.19,3
bocas_almirante_mangrove_3,10-02-2025,bocas,almirante,mangrove,3,3,130.99,4
pedasi_azuero_rocky_shore_1,31-03-2025,pedasi,azuero,rocky_shore,1,1,145.86,1
david_chiriqui_seagrass_5,29-03-2025,david,chiriqui,seagrass,5,5,184.52,1
david_chiriqui_seagrass_9,25-03-2025,david,chiriqui,seagrass,9,5,153.19,2
panama_colon_coral_reef_9,28-02-2025,panama,colon,coral_reef,9,2,183.64,4
panama_colon_coral_reef_10,24-03-2025,panama,colon,coral_reef,10,2,151.26,10
panama_colon_coral_reef_8,23-03-2025,panama,colon,coral_reef,8,5,159.3,6
bocas_almirante_mangrove_3,16-04-2025,bocas,almirante,mangrove,3,5,135.74,5
panama_colon_coral_reef_6,28-01-2025,panama,colon,coral_reef,6,3,154.14,7
puerto_armuelles_open_water_6,19-04-2025,puerto,armuelles,open_water,6,4,104.68,4
pedasi_azuero_rocky_shore_6,22-03-2025,pedasi,azuero,rocky_shore,6,2,148.47,6
bocas_almirante_mangrove_9,12-03-2025,bocas,almirante,mangrove,9,5,186.43,4
panama_colon_coral_reef_7,04-03-2025,panama,colon,coral_reef,7,1,109.69,1
puerto_armuelles_open_water_7,10-03-2025,puerto,armuelles,open_water,7,4,111.01,4
david_chiriqui_seagrass_3,21-04-2025,david,chiriqui,seagrass,3,5,113.94,8
bocas_almirante_mangrove_5,25-03-2025,bocas,almirante,mangrove,5,5,159.44,5
panama_colon_coral_reef_7,13-02-2025,panama,colon,coral_reef,7,5,186.01,5
pedasi_azuero_rocky_shore_8,03-02-2025,pedasi,azuero,rocky_shore,8,5,126.83,10
puerto_armuelles_open_water_6,27-02-2025,puerto,armuelles,open_water,6,2,181.43,4
pedasi_azuero_rocky_shore_5,18-02-2025,pedasi,azuero,rocky_shore,5,1,137.24,5
bocas_almirante_mangrove_10,01-03-2025,bocas,almirante,mangrove,10,4,167.99,6
david_chiriqui_seagrass_10,15-04-2025,david,chiriqui,seagrass,10,4,115.41,1
bocas_almirante_mangrove_7,24-02-2025,bocas,almirante,mangrove,7,1,137.52,8
david_chiriqui_seagrass_1,05-02-2025,david,chiriqui,seagrass,1,3,181.83,1
bocas_almirante_mangrove_7,28-02-2025,bocas,almirante,mangrove,7,2,157.59,4
pedasi_azuero_rocky_shore_8,09-02-2025,pedasi,azuero,rocky_shore,8,1,132.02,7
panama_colon_coral_reef_7,27-02-2025,panama,colon,coral_reef,7,5,161.8,6
panama_colon_coral_reef_4,01-02-2025,panama,colon,coral_reef,4,2,133.29,1
david_chiriqui_seagrass_9,01-02-2025,david,chiriqui,seagrass,9,1,115.81,8
pedasi_azuero_rocky_shore_6,17-02-2025,pedasi,azuero,rocky_shore,6,2,118.02,8
david_chiriqui_seagrass_3,11-03-2025,david,chiriqui,seagrass,3,2,115.36,4
david_chiriqui_seagrass_2,16-03-2025,david,chiriqui,seagrass,2,3,178.42,6
panama_colon_coral_reef_6,14-04-2025,panama,colon,coral_reef,6,2,122.08,10
bocas_almirante_mangrove_8,30-03-2025,bocas,almirante,mangrove,8,4,154.81,8
puerto_armuelles_open_water_1,24-03-2025,puerto,armuelles,open_water,1,3,198.49,9
panama_colon_coral_reef_8,19-04-2025,panama,colon,coral_reef,8,2,123.94,7
bocas_almirante_mangrove_8,19-02-2025,bocas,almirante,mangrove,8,4,145.95,10
bocas_almirante_mangrove_1,20-04-2025,bocas,almirante,mangrove,1,5,144.11,3
panama_colon_coral_reef_2,04-03-2025,panama,colon,coral_reef,2,3,162.14,4
puerto_armuelles_open_water_10,28-01-2025,puerto,armuelles,open_water,10,5,179.14,7
david_chiriqui_seagrass_4,18-02-2025,david,chiriqui,seagrass,4,5,174.08,6
pedasi_azuero_rocky_shore_7,05-02-2025,pedasi,azuero,rocky_shore,7,5,156.27,8
puerto_armuelles_open_water_1,04-02-2025,puerto,armuelles,open_water,1,2,184.58,1
bocas_almirante_mangrove_10,23-04-2025,bocas,almirante,mangrove,10,5,134.26,3
david_chiriqui_seagrass_8,11-04-2025,david,chiriqui,seagrass,8,2,114.0,3
