"id","date","location","site","habitat","transect_no","size_class","area_m2","number"
"bocas del toro_almirante_mangrove_3","2025-01-27","bocas","almirante","mangrove",6,112.5,195.45,4
"bocas del toro_almirante_mangrove_3","2016-01-27","bocas","almirante","mangrove",3,112.5,195.45,4
"bocas del toro_almirante_mangrove_3","2016-01-27","bocas","almirante","mangrove",3,137.5,195.45,1
"bocas del toro_almirante_mangrove_3","2016-01-27","bocas","almirante","mangrove",3,162.5,195.45,1
"bocas del toro_almirante_mangrove_3","2016-01-27","bocas","almirante","mangrove",3,187.5,195.45,0
"bocas del toro_almirante_mangrove_3","2016-01-27","bocas","almirante","mangrove",3,212.5,195.45,0
"bocas del toro_almirante_mangrove_3","2016-01-27","bocas","almirante","mangrove",3,237.5,195.45,0
"bocas del toro_almirante_mangrove_3","2016-01-27","bocas","almirante","mangrove",3,262.5,195.45,0
"bocas del toro_almirante_mangrove_3","2016-01-27","bocas","almirante","mangrove",3,287.5,195.45,0
"bocas del toro_almirante_mangrove_3","2016-01-27","bocas","almirante","mangrove",3,312.5,195.45,0
"bocas del toro_almirante_mangrove_3","2016-01-27","bocas","almirante","mangrove",3,337.5,195.45,0
"bocas del toro_almirante_mangrove_3","2016-01-27","bocas","almirante","mangrove",3,362.5,195.45,0
"bocas del toro_almirante_mangrove_3","2016-01-27","bocas","almirante","mangrove",3,387.5,195.45,0
"bocas del toro_almirante_reef_1","2016-01-27","bocas","almirante","reef",1,112.5,166.05,0
"bocas del toro_almirante_reef_1","2016-01-27","bocas","almirante","reef",1,137.5,166.05,1
"bocas del toro_almirante_reef_1","2016-01-27","bocas","almirante","reef",1,162.5,166.05,3
"bocas del toro_almirante_reef_1","2016-01-27","bocas","almirante","reef",1,187.5,166.05,4
"bocas del toro_almirante_reef_1","2016-01-27","bocas","almirante","reef",1,212.5,166.05,4
"bocas del toro_almirante_reef_1","2016-01-27","bocas","almirante","reef",1,237.5,166.05,5
"bocas del toro_almirante_reef_1","2016-01-27","bocas","almirante","reef",1,262.5,166.05,1
"bocas del toro_almirante_reef_1","2016-01-27","bocas","almirante","reef",1,287.5,166.05,0
"bocas del toro_almirante_reef_1","2016-01-27","bocas","almirante","reef",1,312.5,166.05,0
"bocas del toro_almirante_reef_1","2016-01-27","bocas","almirante","reef",1,337.5,166.05,2
"bocas del toro_almirante_reef_1","2016-01-27","bocas","almirante","reef",1,362.5,166.05,1
"bocas del toro_almirante_reef_1","2016-01-27","bocas","almirante","reef",1,387.5,166.05,0
"bocas del toro_almirante_reef_3","2016-01-27","bocas","almirante","reef",3,112.5,178.8,0
"bocas del toro_almirante_reef_3","2016-01-27","bocas","almirante","reef",3,137.5,178.8,0
"bocas del toro_almirante_reef_3","2016-01-27","bocas","almirante","reef",3,162.5,178.8,0
"bocas del toro_almirante_reef_3","2016-01-27","bocas","almirante","reef",3,187.5,178.8,3
"bocas del toro_almirante_reef_3","2016-01-27","bocas","almirante","reef",3,212.5,178.8,1
"bocas del toro_almirante_reef_3","2016-01-27","bocas","almirante","reef",3,237.5,178.8,2
"bocas del toro_almirante_reef_3","2016-01-27","bocas","almirante","reef",3,262.5,178.8,1
"bocas del toro_almirante_reef_3","2016-01-27","bocas","almirante","reef",3,287.5,178.8,0
"bocas del toro_almirante_reef_3","2016-01-27","bocas","almirante","reef",3,312.5,178.8,0
"bocas del toro_almirante_reef_3","2016-01-27","bocas","almirante","reef",3,337.5,178.8,0
"bocas del toro_almirante_reef_3","2016-01-27","bocas","almirante","reef",3,362.5,178.8,0
"bocas del toro_almirante_reef_3","2016-01-27","bocas","almirante","reef",3,387.5,178.8,1
"bocas del toro_almirante_soft sediment_1","2016-01-27","bocas","almirante","soft",1,112.5,179.75,0
"bocas del toro_almirante_soft sediment_1","2016-01-27","bocas","almirante","soft",1,137.5,179.75,1
"bocas del toro_almirante_soft sediment_1","2016-01-27","bocas","almirante","soft",1,162.5,179.75,2
"bocas del toro_almirante_soft sediment_1","2016-01-27","bocas","almirante","soft",1,187.5,179.75,0
"bocas del toro_almirante_soft sediment_1","2016-01-27","bocas","almirante","soft",1,212.5,179.75,0
"bocas del toro_almirante_soft sediment_1","2016-01-27","bocas","almirante","soft",1,237.5,179.75,0
"bocas del toro_almirante_soft sediment_1","2016-01-27","bocas","almirante","soft",1,262.5,179.75,0
"bocas del toro_almirante_soft sediment_1","2016-01-27","bocas","almirante","soft",1,287.5,179.75,0
"bocas del toro_almirante_soft sediment_1","2016-01-27","bocas","almirante","soft",1,312.5,179.75,0
"bocas del toro_almirante_soft sediment_1","2016-01-27","bocas","almirante","soft",1,337.5,179.75,0
"bocas del toro_almirante_soft sediment_1","2016-01-27","bocas","almirante","soft",1,362.5,179.75,0
"bocas del toro_almirante_soft sediment_1","2016-01-27","bocas","almirante","soft",1,387.5,179.75,0
"bocas del toro_almirante_soft sediment_2","2016-01-27","bocas","almirante","soft",2,112.5,178.75,1
"bocas del toro_almirante_soft sediment_2","2016-01-27","bocas","almirante","soft",2,137.5,178.75,0
"bocas del toro_almirante_soft sediment_2","2016-01-27","bocas","almirante","soft",2,162.5,178.75,1
"bocas del toro_almirante_soft sediment_2","2016-01-27","bocas","almirante","soft",2,187.5,178.75,0
"bocas del toro_almirante_soft sediment_2","2016-01-27","bocas","almirante","soft",2,212.5,178.75,1
"bocas del toro_almirante_soft sediment_2","2016-01-27","bocas","almirante","soft",2,237.5,178.75,0
"bocas del toro_almirante_soft sediment_2","2016-01-27","bocas","almirante","soft",2,262.5,178.75,0
"bocas del toro_almirante_soft sediment_2","2016-01-27","bocas","almirante","soft",2,287.5,178.75,0
"bocas del toro_almirante_soft sediment_2","2016-01-27","bocas","almirante","soft",2,312.5,178.75,0
"bocas del toro_almirante_soft sediment_2","2016-01-27","bocas","almirante","soft",2,337.5,178.75,0
"bocas del toro_almirante_soft sediment_2","2016-01-27","bocas","almirante","soft",2,362.5,178.75,0
"bocas del toro_almirante_soft sediment_2","2016-01-27","bocas","almirante","soft",2,387.5,178.75,0
"bocas del toro_bocas town_dock_3","2016-02-01","bocas","bocas town","dock",3,112.5,135.0129549,9
"bocas del toro_bocas town_dock_3","2016-02-01","bocas","bocas town","dock",3,137.5,135.0129549,15
"bocas del toro_bocas town_dock_3","2016-02-01","bocas","bocas town","dock",3,162.5,135.0129549,15
"bocas del toro_bocas town_dock_3","2016-02-01","bocas","bocas town","dock",3,187.5,135.0129549,8
"bocas del toro_bocas town_dock_3","2016-02-01","bocas","bocas town","dock",3,212.5,135.0129549,2
"bocas del toro_bocas town_dock_3","2016-02-01","bocas","bocas town","dock",3,237.5,135.0129549,3
"bocas del toro_bocas town_dock_3","2016-02-01","bocas","bocas town","dock",3,262.5,135.0129549,1
"bocas del toro_bocas town_dock_3","2016-02-01","bocas","bocas town","dock",3,287.5,135.0129549,1
"bocas del toro_bocas town_dock_3","2016-02-01","bocas","bocas town","dock",3,312.5,135.0129549,0
"bocas del toro_bocas town_dock_3","2016-02-01","bocas","bocas town","dock",3,337.5,135.0129549,0
"bocas del toro_bocas town_dock_3","2016-02-01","bocas","bocas town","dock",3,362.5,135.0129549,0
"bocas del toro_bocas town_dock_3","2016-02-01","bocas","bocas town","dock",3,387.5,135.0129549,0
"bocas del toro_carinero_dock_1","2016-02-01","bocas","carinero","dock",1,112.5,118.56500455,0
"bocas del toro_carinero_dock_1","2016-02-01","bocas","carinero","dock",1,137.5,118.56500455,7
"bocas del toro_carinero_dock_1","2016-02-01","bocas","carinero","dock",1,162.5,118.56500455,3
"bocas del toro_carinero_dock_1","2016-02-01","bocas","carinero","dock",1,187.5,118.56500455,1
"bocas del toro_carinero_dock_1","2016-02-01","bocas","carinero","dock",1,212.5,118.56500455,1
"bocas del toro_carinero_dock_1","2016-02-01","bocas","carinero","dock",1,237.5,118.56500455,16
"bocas del toro_carinero_dock_1","2016-02-01","bocas","carinero","dock",1,262.5,118.56500455,6
"bocas del toro_carinero_dock_1","2016-02-01","bocas","carinero","dock",1,287.5,118.56500455,0
"bocas del toro_carinero_dock_1","2016-02-01","bocas","carinero","dock",1,312.5,118.56500455,0
"bocas del toro_carinero_dock_1","2016-02-01","bocas","carinero","dock",1,337.5,118.56500455,0
"bocas del toro_carinero_dock_1","2016-02-01","bocas","carinero","dock",1,362.5,118.56500455,0
"bocas del toro_carinero_dock_1","2016-02-01","bocas","carinero","dock",1,387.5,118.56500455,0
"bocas del toro_carinero_dock_2","2016-02-01","bocas","carinero","dock",2,112.5,108.3416523,3
"bocas del toro_carinero_dock_2","2016-02-01","bocas","carinero","dock",2,137.5,108.3416523,12
"bocas del toro_carinero_dock_2","2016-02-01","bocas","carinero","dock",2,162.5,108.3416523,21
"bocas del toro_carinero_dock_2","2016-02-01","bocas","carinero","dock",2,187.5,108.3416523,39
"bocas del toro_carinero_dock_2","2016-02-01","bocas","carinero","dock",2,212.5,108.3416523,4
"bocas del toro_carinero_dock_2","2016-02-01","bocas","carinero","dock",2,237.5,108.3416523,0
"bocas del toro_carinero_dock_2","2016-02-01","bocas","carinero","dock",2,262.5,108.3416523,0
"bocas del toro_carinero_dock_2","2016-02-01","bocas","carinero","dock",2,287.5,108.3416523,0
"bocas del toro_carinero_dock_2","2016-02-01","bocas","carinero","dock",2,312.5,108.3416523,0
"bocas del toro_carinero_dock_2","2016-02-01","bocas","carinero","dock",2,337.5,108.3416523,1
"bocas del toro_carinero_dock_2","2016-02-01","bocas","carinero","dock",2,362.5,108.3416523,0
"bocas del toro_carinero_dock_2","2016-02-01","bocas","carinero","dock",2,387.5,108.3416523,0
"bocas del toro_carinero_dock_3","2016-02-01","bocas","carinero","dock",3,112.5,106.8146199,1
"bocas del toro_carinero_dock_3","2016-02-01","bocas","carinero","dock",3,137.5,106.8146199,3
"bocas del toro_carinero_dock_3","2016-02-01","bocas","carinero","dock",3,162.5,106.8146199,5
"bocas del toro_carinero_dock_3","2016-02-01","bocas","carinero","dock",3,187.5,106.8146199,5
"bocas del toro_carinero_dock_3","2016-02-01","bocas","carinero","dock",3,212.5,106.8146199,2
"bocas del toro_carinero_dock_3","2016-02-01","bocas","carinero","dock",3,237.5,106.8146199,0
"bocas del toro_carinero_dock_3","2016-02-01","bocas","carinero","dock",3,262.5,106.8146199,0
"bocas del toro_carinero_dock_3","2016-02-01","bocas","carinero","dock",3,287.5,106.8146199,1
"bocas del toro_carinero_dock_3","2016-02-01","bocas","carinero","dock",3,312.5,106.8146199,1
"bocas del toro_carinero_dock_3","2016-02-01","bocas","carinero","dock",3,337.5,106.8146199,0
"bocas del toro_carinero_dock_3","2016-02-01","bocas","carinero","dock",3,362.5,106.8146199,0
"bocas del toro_carinero_dock_3","2016-02-01","bocas","carinero","dock",3,387.5,106.8146199,0
"bocas del toro_san cristobal_mangrove_2","2016-01-29","bocas","san cristobal","mangrove",2,112.5,258.75,0
"bocas del toro_san cristobal_mangrove_2","2016-01-29","bocas","san cristobal","mangrove",2,137.5,258.75,0
"bocas del toro_san cristobal_mangrove_2","2016-01-29","bocas","san cristobal","mangrove",2,162.5,258.75,0
"bocas del toro_san cristobal_mangrove_2","2016-01-29","bocas","san cristobal","mangrove",2,187.5,258.75,1
"bocas del toro_san cristobal_mangrove_2","2016-01-29","bocas","san cristobal","mangrove",2,212.5,258.75,0
"bocas del toro_san cristobal_mangrove_2","2016-01-29","bocas","san cristobal","mangrove",2,237.5,258.75,2
"bocas del toro_san cristobal_mangrove_2","2016-01-29","bocas","san cristobal","mangrove",2,262.5,258.75,0
"bocas del toro_san cristobal_mangrove_2","2016-01-29","bocas","san cristobal","mangrove",2,287.5,258.75,0
"bocas del toro_san cristobal_mangrove_2","2016-01-29","bocas","san cristobal","mangrove",2,312.5,258.75,0
"bocas del toro_san cristobal_mangrove_2","2016-01-29","bocas","san cristobal","mangrove",2,337.5,258.75,0
"bocas del toro_san cristobal_mangrove_2","2016-01-29","bocas","san cristobal","mangrove",2,362.5,258.75,0
"bocas del toro_san cristobal_mangrove_2","2016-01-29","bocas","san cristobal","mangrove",2,387.5,258.75,0
"bocas del toro_stri_dock_1","2016-02-01","bocas","stri","dock",1,112.5,81.02330205,0
"bocas del toro_stri_dock_1","2016-02-01","bocas","stri","dock",1,137.5,81.02330205,6
"bocas del toro_stri_dock_1","2016-02-01","bocas","stri","dock",1,162.5,81.02330205,4
"bocas del toro_stri_dock_1","2016-02-01","bocas","stri","dock",1,187.5,81.02330205,3
"bocas del toro_stri_dock_1","2016-02-01","bocas","stri","dock",1,212.5,81.02330205,4
"bocas del toro_stri_dock_1","2016-02-01","bocas","stri","dock",1,237.5,81.02330205,1
"bocas del toro_stri_dock_1","2016-02-01","bocas","stri","dock",1,262.5,81.02330205,2
"bocas del toro_stri_dock_1","2016-02-01","bocas","stri","dock",1,287.5,81.02330205,0
"bocas del toro_stri_dock_1","2016-02-01","bocas","stri","dock",1,312.5,81.02330205,1
"bocas del toro_stri_dock_1","2016-02-01","bocas","stri","dock",1,337.5,81.02330205,0
"bocas del toro_stri_dock_1","2016-02-01","bocas","stri","dock",1,362.5,81.02330205,1
"bocas del toro_stri_dock_1","2016-02-01","bocas","stri","dock",1,387.5,81.02330205,0
"bocas del toro_stri_dock_2","2016-02-01","bocas","stri","dock",2,112.5,98.2218276,0
"bocas del toro_stri_dock_2","2016-02-01","bocas","stri","dock",2,137.5,98.2218276,2
"bocas del toro_stri_dock_2","2016-02-01","bocas","stri","dock",2,162.5,98.2218276,2
"bocas del toro_stri_dock_2","2016-02-01","bocas","stri","dock",2,187.5,98.2218276,1
"bocas del toro_stri_dock_2","2016-02-01","bocas","stri","dock",2,212.5,98.2218276,1
"bocas del toro_stri_dock_2","2016-02-01","bocas","stri","dock",2,237.5,98.2218276,1
"bocas del toro_stri_dock_2","2016-02-01","bocas","stri","dock",2,262.5,98.2218276,0
"bocas del toro_stri_dock_2","2016-02-01","bocas","stri","dock",2,287.5,98.2218276,0
"bocas del toro_stri_dock_2","2016-02-01","bocas","stri","dock",2,312.5,98.2218276,0
"bocas del toro_stri_dock_2","2016-02-01","bocas","stri","dock",2,337.5,98.2218276,0
"bocas del toro_stri_dock_2","2016-02-01","bocas","stri","dock",2,362.5,98.2218276,0
"bocas del toro_stri_dock_2","2016-02-01","bocas","stri","dock",2,387.5,98.2218276,0
"bocas del toro_stri_dock_3","2016-02-01","bocas","stri","dock",3,112.5,99.73591905,1
"bocas del toro_stri_dock_3","2016-02-01","bocas","stri","dock",3,137.5,99.73591905,1
"bocas del toro_stri_dock_3","2016-02-01","bocas","stri","dock",3,162.5,99.73591905,2
"bocas del toro_stri_dock_3","2016-02-01","bocas","stri","dock",3,187.5,99.73591905,4
"bocas del toro_stri_dock_3","2016-02-01","bocas","stri","dock",3,212.5,99.73591905,0
"bocas del toro_stri_dock_3","2016-02-01","bocas","stri","dock",3,237.5,99.73591905,0
"bocas del toro_stri_dock_3","2016-02-01","bocas","stri","dock",3,262.5,99.73591905,0
"bocas del toro_stri_dock_3","2016-02-01","bocas","stri","dock",3,287.5,99.73591905,0
"bocas del toro_stri_dock_3","2016-02-01","bocas","stri","dock",3,312.5,99.73591905,0
"bocas del toro_stri_dock_3","2016-02-01","bocas","stri","dock",3,337.5,99.73591905,1
"bocas del toro_stri_dock_3","2016-02-01","bocas","stri","dock",3,362.5,99.73591905,1
"bocas del toro_stri_dock_3","2016-02-01","bocas","stri","dock",3,387.5,99.73591905,0
"bocas del toro_stri_mangrove_2","2016-01-28","bocas","stri","mangrove",2,112.5,248.1,10
"bocas del toro_stri_mangrove_2","2016-01-28","bocas","stri","mangrove",2,137.5,248.1,19
"bocas del toro_stri_mangrove_2","2016-01-28","bocas","stri","mangrove",2,162.5,248.1,15
"bocas del toro_stri_mangrove_2","2016-01-28","bocas","stri","mangrove",2,187.5,248.1,33
"bocas del toro_stri_mangrove_2","2016-01-28","bocas","stri","mangrove",2,212.5,248.1,9
"bocas del toro_stri_mangrove_2","2016-01-28","bocas","stri","mangrove",2,237.5,248.1,2
"bocas del toro_stri_mangrove_2","2016-01-28","bocas","stri","mangrove",2,262.5,248.1,0
"bocas del toro_stri_mangrove_2","2016-01-28","bocas","stri","mangrove",2,287.5,248.1,0
"bocas del toro_stri_mangrove_2","2016-01-28","bocas","stri","mangrove",2,312.5,248.1,0
"bocas del toro_stri_mangrove_2","2016-01-28","bocas","stri","mangrove",2,337.5,248.1,0
"bocas del toro_stri_mangrove_2","2016-01-28","bocas","stri","mangrove",2,362.5,248.1,0
"bocas del toro_stri_mangrove_2","2016-01-28","bocas","stri","mangrove",2,387.5,248.1,0
"bocas del toro_stri_mangrove_3","2016-01-28","bocas","stri","mangrove",3,112.5,360.45,8
"bocas del toro_stri_mangrove_3","2016-01-28","bocas","stri","mangrove",3,137.5,360.45,1
"bocas del toro_stri_mangrove_3","2016-01-28","bocas","stri","mangrove",3,162.5,360.45,7
"bocas del toro_stri_mangrove_3","2016-01-28","bocas","stri","mangrove",3,187.5,360.45,2
"bocas del toro_stri_mangrove_3","2016-01-28","bocas","stri","mangrove",3,212.5,360.45,0
"bocas del toro_stri_mangrove_3","2016-01-28","bocas","stri","mangrove",3,237.5,360.45,0
"bocas del toro_stri_mangrove_3","2016-01-28","bocas","stri","mangrove",3,262.5,360.45,0
"bocas del toro_stri_mangrove_3","2016-01-28","bocas","stri","mangrove",3,287.5,360.45,0
"bocas del toro_stri_mangrove_3","2016-01-28","bocas","stri","mangrove",3,312.5,360.45,0
"bocas del toro_stri_mangrove_3","2016-01-28","bocas","stri","mangrove",3,337.5,360.45,0
"bocas del toro_stri_mangrove_3","2016-01-28","bocas","stri","mangrove",3,362.5,360.45,0
"bocas del toro_stri_mangrove_3","2016-01-28","bocas","stri","mangrove",3,387.5,360.45,0
"ft pierce_avalon_dock_1","2015-09-30","sms","avalon","dock",1,112.5,95.1936448,1
"ft pierce_avalon_dock_1","2015-09-30","sms","avalon","dock",1,137.5,95.1936448,2
"ft pierce_avalon_dock_1","2015-09-30","sms","avalon","dock",1,162.5,95.1936448,14
"ft pierce_avalon_dock_1","2015-09-30","sms","avalon","dock",1,187.5,95.1936448,14
"ft pierce_avalon_dock_1","2015-09-30","sms","avalon","dock",1,212.5,95.1936448,3
"ft pierce_avalon_dock_1","2015-09-30","sms","avalon","dock",1,237.5,95.1936448,5
"ft pierce_avalon_dock_1","2015-09-30","sms","avalon","dock",1,262.5,95.1936448,5
"ft pierce_avalon_dock_1","2015-09-30","sms","avalon","dock",1,287.5,95.1936448,3
"ft pierce_avalon_dock_1","2015-09-30","sms","avalon","dock",1,312.5,95.1936448,3
"ft pierce_avalon_dock_1","2015-09-30","sms","avalon","dock",1,337.5,95.1936448,2
"ft pierce_avalon_dock_1","2015-09-30","sms","avalon","dock",1,362.5,95.1936448,4
"ft pierce_avalon_dock_1","2015-09-30","sms","avalon","dock",1,387.5,95.1936448,2
"ft pierce_avalon_dock_2","2015-09-30","sms","avalon","dock",2,112.5,93.1619153,2
"ft pierce_avalon_dock_2","2015-09-30","sms","avalon","dock",2,137.5,93.1619153,11
"ft pierce_avalon_dock_2","2015-09-30","sms","avalon","dock",2,162.5,93.1619153,11
"ft pierce_avalon_dock_2","2015-09-30","sms","avalon","dock",2,187.5,93.1619153,29
"ft pierce_avalon_dock_2","2015-09-30","sms","avalon","dock",2,212.5,93.1619153,24
"ft pierce_avalon_dock_2","2015-09-30","sms","avalon","dock",2,237.5,93.1619153,11
"ft pierce_avalon_dock_2","2015-09-30","sms","avalon","dock",2,262.5,93.1619153,10
"ft pierce_avalon_dock_2","2015-09-30","sms","avalon","dock",2,287.5,93.1619153,11
"ft pierce_avalon_dock_2","2015-09-30","sms","avalon","dock",2,312.5,93.1619153,2
"ft pierce_avalon_dock_2","2015-09-30","sms","avalon","dock",2,337.5,93.1619153,3
"ft pierce_avalon_dock_2","2015-09-30","sms","avalon","dock",2,362.5,93.1619153,3
"ft pierce_avalon_dock_2","2015-09-30","sms","avalon","dock",2,387.5,93.1619153,1
"ft pierce_avalon_dock_3","2015-09-30","sms","avalon","dock",3,112.5,100.7453133,4
"ft pierce_avalon_dock_3","2015-09-30","sms","avalon","dock",3,137.5,100.7453133,2
"ft pierce_avalon_dock_3","2015-09-30","sms","avalon","dock",3,162.5,100.7453133,9
"ft pierce_avalon_dock_3","2015-09-30","sms","avalon","dock",3,187.5,100.7453133,14
"ft pierce_avalon_dock_3","2015-09-30","sms","avalon","dock",3,212.5,100.7453133,13
"ft pierce_avalon_dock_3","2015-09-30","sms","avalon","dock",3,237.5,100.7453133,8
"ft pierce_avalon_dock_3","2015-09-30","sms","avalon","dock",3,262.5,100.7453133,2
"ft pierce_avalon_dock_3","2015-09-30","sms","avalon","dock",3,287.5,100.7453133,2
"ft pierce_avalon_dock_3","2015-09-30","sms","avalon","dock",3,312.5,100.7453133,1
"ft pierce_avalon_dock_3","2015-09-30","sms","avalon","dock",3,337.5,100.7453133,2
"ft pierce_avalon_dock_3","2015-09-30","sms","avalon","dock",3,362.5,100.7453133,0
"ft pierce_avalon_dock_3","2015-09-30","sms","avalon","dock",3,387.5,100.7453133,2
"ft pierce_avalon_mangrove_1","2015-09-30","sms","avalon","mangrove",1,112.5,213.95,0
"ft pierce_avalon_mangrove_1","2015-09-30","sms","avalon","mangrove",1,137.5,213.95,3
"ft pierce_avalon_mangrove_1","2015-09-30","sms","avalon","mangrove",1,162.5,213.95,16
"ft pierce_avalon_mangrove_1","2015-09-30","sms","avalon","mangrove",1,187.5,213.95,3
"ft pierce_avalon_mangrove_1","2015-09-30","sms","avalon","mangrove",1,212.5,213.95,4
"ft pierce_avalon_mangrove_1","2015-09-30","sms","avalon","mangrove",1,237.5,213.95,0
"ft pierce_avalon_mangrove_1","2015-09-30","sms","avalon","mangrove",1,262.5,213.95,2
"ft pierce_avalon_mangrove_1","2015-09-30","sms","avalon","mangrove",1,287.5,213.95,1
"ft pierce_avalon_mangrove_1","2015-09-30","sms","avalon","mangrove",1,312.5,213.95,1
"ft pierce_avalon_mangrove_1","2015-09-30","sms","avalon","mangrove",1,337.5,213.95,0
"ft pierce_avalon_mangrove_1","2015-09-30","sms","avalon","mangrove",1,362.5,213.95,3
"ft pierce_avalon_mangrove_1","2015-09-30","sms","avalon","mangrove",1,387.5,213.95,3
"ft pierce_avalon_mangrove_2","2015-09-30","sms","avalon","mangrove",2,112.5,318.5,6
"ft pierce_avalon_mangrove_2","2015-09-30","sms","avalon","mangrove",2,137.5,318.5,17
"ft pierce_avalon_mangrove_2","2015-09-30","sms","avalon","mangrove",2,162.5,318.5,19
"ft pierce_avalon_mangrove_2","2015-09-30","sms","avalon","mangrove",2,187.5,318.5,15
"ft pierce_avalon_mangrove_2","2015-09-30","sms","avalon","mangrove",2,212.5,318.5,18
"ft pierce_avalon_mangrove_2","2015-09-30","sms","avalon","mangrove",2,237.5,318.5,12
"ft pierce_avalon_mangrove_2","2015-09-30","sms","avalon","mangrove",2,262.5,318.5,13
"ft pierce_avalon_mangrove_2","2015-09-30","sms","avalon","mangrove",2,287.5,318.5,6
"ft pierce_avalon_mangrove_2","2015-09-30","sms","avalon","mangrove",2,312.5,318.5,5
"ft pierce_avalon_mangrove_2","2015-09-30","sms","avalon","mangrove",2,337.5,318.5,8
"ft pierce_avalon_mangrove_2","2015-09-30","sms","avalon","mangrove",2,362.5,318.5,6
"ft pierce_avalon_mangrove_2","2015-09-30","sms","avalon","mangrove",2,387.5,318.5,0
"ft pierce_avalon_mangrove_3","2015-09-30","sms","avalon","mangrove",3,112.5,226.6,4
"ft pierce_avalon_mangrove_3","2015-09-30","sms","avalon","mangrove",3,137.5,226.6,9
"ft pierce_avalon_mangrove_3","2015-09-30","sms","avalon","mangrove",3,162.5,226.6,18
"ft pierce_avalon_mangrove_3","2015-09-30","sms","avalon","mangrove",3,187.5,226.6,28
"ft pierce_avalon_mangrove_3","2015-09-30","sms","avalon","mangrove",3,212.5,226.6,15
"ft pierce_avalon_mangrove_3","2015-09-30","sms","avalon","mangrove",3,237.5,226.6,2
"ft pierce_avalon_mangrove_3","2015-09-30","sms","avalon","mangrove",3,262.5,226.6,4
"ft pierce_avalon_mangrove_3","2015-09-30","sms","avalon","mangrove",3,287.5,226.6,5
"ft pierce_avalon_mangrove_3","2015-09-30","sms","avalon","mangrove",3,312.5,226.6,1
"ft pierce_avalon_mangrove_3","2015-09-30","sms","avalon","mangrove",3,337.5,226.6,1
"ft pierce_avalon_mangrove_3","2015-09-30","sms","avalon","mangrove",3,362.5,226.6,1
"ft pierce_avalon_mangrove_3","2015-09-30","sms","avalon","mangrove",3,387.5,226.6,2
"ft pierce_avalon_sav_1","2015-09-30","sms","avalon","seagrass",1,112.5,174.85,0
"ft pierce_avalon_sav_1","2015-09-30","sms","avalon","seagrass",1,137.5,174.85,1
"ft pierce_avalon_sav_1","2015-09-30","sms","avalon","seagrass",1,162.5,174.85,0
"ft pierce_avalon_sav_1","2015-09-30","sms","avalon","seagrass",1,187.5,174.85,2
"ft pierce_avalon_sav_1","2015-09-30","sms","avalon","seagrass",1,212.5,174.85,0
"ft pierce_avalon_sav_1","2015-09-30","sms","avalon","seagrass",1,237.5,174.85,1
"ft pierce_avalon_sav_1","2015-09-30","sms","avalon","seagrass",1,262.5,174.85,0
"ft pierce_avalon_sav_1","2015-09-30","sms","avalon","seagrass",1,287.5,174.85,0
"ft pierce_avalon_sav_1","2015-09-30","sms","avalon","seagrass",1,312.5,174.85,0
"ft pierce_avalon_sav_1","2015-09-30","sms","avalon","seagrass",1,337.5,174.85,0
"ft pierce_avalon_sav_1","2015-09-30","sms","avalon","seagrass",1,362.5,174.85,0
"ft pierce_avalon_sav_1","2015-09-30","sms","avalon","seagrass",1,387.5,174.85,0
"ft pierce_avalon_sav_3","2015-09-30","sms","avalon","seagrass",3,112.5,178.75,0
"ft pierce_avalon_sav_3","2015-09-30","sms","avalon","seagrass",3,137.5,178.75,2
"ft pierce_avalon_sav_3","2015-09-30","sms","avalon","seagrass",3,162.5,178.75,2
"ft pierce_avalon_sav_3","2015-09-30","sms","avalon","seagrass",3,187.5,178.75,3
"ft pierce_avalon_sav_3","2015-09-30","sms","avalon","seagrass",3,212.5,178.75,0
"ft pierce_avalon_sav_3","2015-09-30","sms","avalon","seagrass",3,237.5,178.75,1
"ft pierce_avalon_sav_3","2015-09-30","sms","avalon","seagrass",3,262.5,178.75,3
"ft pierce_avalon_sav_3","2015-09-30","sms","avalon","seagrass",3,287.5,178.75,1
"ft pierce_avalon_sav_3","2015-09-30","sms","avalon","seagrass",3,312.5,178.75,0
"ft pierce_avalon_sav_3","2015-09-30","sms","avalon","seagrass",3,337.5,178.75,1
"ft pierce_avalon_sav_3","2015-09-30","sms","avalon","seagrass",3,362.5,178.75,0
"ft pierce_avalon_sav_3","2015-09-30","sms","avalon","seagrass",3,387.5,178.75,0
"ft pierce_avalon_soft sediment_1","2015-09-30","sms","avalon","soft",1,112.5,176.8,4
"ft pierce_avalon_soft sediment_1","2015-09-30","sms","avalon","soft",1,137.5,176.8,3
"ft pierce_avalon_soft sediment_1","2015-09-30","sms","avalon","soft",1,162.5,176.8,4
"ft pierce_avalon_soft sediment_1","2015-09-30","sms","avalon","soft",1,187.5,176.8,1
"ft pierce_avalon_soft sediment_1","2015-09-30","sms","avalon","soft",1,212.5,176.8,3
"ft pierce_avalon_soft sediment_1","2015-09-30","sms","avalon","soft",1,237.5,176.8,0
"ft pierce_avalon_soft sediment_1","2015-09-30","sms","avalon","soft",1,262.5,176.8,2
"ft pierce_avalon_soft sediment_1","2015-09-30","sms","avalon","soft",1,287.5,176.8,1
"ft pierce_avalon_soft sediment_1","2015-09-30","sms","avalon","soft",1,312.5,176.8,0
"ft pierce_avalon_soft sediment_1","2015-09-30","sms","avalon","soft",1,337.5,176.8,0
