id,date,location,site,habitat,transect_no,size_class,area_m2,number
pedasi_azuero_rocky_shore_2,1/27/2025,pedasi,azuero,rocky_shore,2,3,141.31,1
pedasi_azuero_rocky_shore_5,2/21/2025,pedasi,azuero,rocky_shore,5,2,190.79,4
puerto_armuelles_open_water_9,4/7/2025,puerto,armuelles,open_water,9,1,153.84,9
david_chiriqui_seagrass_5,2/11/2025,david,chiriqui,seagrass,5,5,172.72,10
bocas_almirante_mangrove_6,2/11/2025,bocas,almirante,mangrove,6,1,120.53,5
david_chiriqui_seagrass_6,2/22/2025,david,chiriqui,seagrass,6,1,191.3,7
david_chiriqui_seagrass_4,2/25/2025,david,chiriqui,seagrass,4,1,159.35,8
bocas_almirante_mangrove_7,3/27/2025,bocas,almirante,mangrove,7,4,156.56,3
puerto_armuelles_open_water_8,2/17/2025,puerto,armuelles,open_water,8,2,181.32,3
david_chiriqui_seagrass_6,3/21/2025,david,chiriqui,seagrass,6,1,169.84,5
david_chiriqui_seagrass_7,3/8/2025,david,chiriqui,seagrass,7,3,196.67,10
panama_colon_coral_reef_1,4/7/2025,panama,colon,coral_reef,1,2,111.25,4
david_chiriqui_seagrass_4,3/10/2025,david,chiriqui,seagrass,4,5,174.01,3
pedasi_azuero_rocky_shore_6,1/27/2025,pedasi,azuero,rocky_shore,6,2,152.91,8
david_chiriqui_seagrass_1,3/20/2025,david,chiriqui,seagrass,1,1,131.35,10
panama_colon_coral_reef_1,3/10/2025,panama,colon,coral_reef,1,4,105.97,9
puerto_armuelles_open_water_1,2/21/2025,puerto,armuelles,open_water,1,2,104.61,1
david_chiriqui_seagrass_9,3/29/2025,david,chiriqui,seagrass,9,1,106.3,9
panama_colon_coral_reef_1,2/27/2025,panama,colon,coral_reef,1,1,132.48,5
panama_colon_coral_reef_1,4/11/2025,panama,colon,coral_reef,1,1,144.86,6
panama_colon_coral_reef_6,1/31/2025,panama,colon,coral_reef,6,4,159.13,10
pedasi_azuero_rocky_shore_5,4/18/2025,pedasi,azuero,rocky_shore,5,4,144.73,4
pedasi_azuero_rocky_shore_1,3/6/2025,pedasi,azuero,rocky_shore,1,5,127.81,8
panama_colon_coral_reef_8,3/4/2025,panama,colon,coral_reef,8,1,171.3,4
pedasi_azuero_rocky_shore_6,2/10/2025,pedasi,azuero,rocky_shore,6,4,147.5,6
bocas_almirante_mangrove_5,3/8/2025,bocas,almirante,mangrove,5,4,168.51,5
puerto_armuelles_open_water_4,3/12/2025,puerto,armuelles,open_water,4,5,191.99,1
panama_colon_coral_reef_1,4/6/2025,panama,colon,coral_reef,1,5,177.06,10
david_chiriqui_seagrass_4,2/28/2025,david,chiriqui,seagrass,4,5,141.61,10
puerto_armuelles_open_water_4,3/19/2025,puerto,armuelles,open_water,4,1,184.32,5
pedasi_azuero_rocky_shore_8,3/9/2025,pedasi,azuero,rocky_shore,8,3,150.28,5
puerto_armuelles_open_water_3,4/2/2025,puerto,armuelles,open_water,3,3,142.58,10
panama_colon_coral_reef_10,2/12/2025,panama,colon,coral_reef,10,5,119.68,6
bocas_almirante_mangrove_10,3/28/2025,bocas,almirante,mangrove,10,1,168.5,5
david_chiriqui_seagrass_6,3/7/2025,david,chiriqui,seagrass,6,5,191.76,6
pedasi_azuero_rocky_shore_2,4/14/2025,pedasi,azuero,rocky_shore,2,1,182.74,7
puerto_armuelles_open_water_9,4/15/2025,puerto,armuelles,open_water,9,3,154.95,9
panama_colon_coral_reef_9,2/14/2025,panama,colon,coral_reef,9,5,145.52,8
panama_colon_coral_reef_2,3/12/2025,panama,colon,coral_reef,2,5,109.35,5
pedasi_azuero_rocky_shore_8,3/14/2025,pedasi,azuero,rocky_shore,8,5,152.11,5
pedasi_azuero_rocky_shore_6,3/24/2025,pedasi,azuero,rocky_shore,6,5,181.19,3
bocas_almirante_mangrove_3,2/10/2025,bocas,almirante,mangrove,3,3,130.99,4
pedasi_azuero_rocky_shore_1,3/31/2025,pedasi,azuero,rocky_shore,1,1,145.86,1
david_chiriqui_seagrass_5,3/29/2025,david,chiriqui,seagrass,5,5,184.52,1
david_chiriqui_seagrass_9,3/25/2025,david,chiriqui,seagrass,9,5,153.19,2
panama_colon_coral_reef_9,2/28/2025,panama,colon,coral_reef,9,2,183.64,4
panama_colon_coral_reef_10,3/24/2025,panama,colon,coral_reef,10,2,151.26,10
panama_colon_coral_reef_8,3/23/2025,panama,colon,coral_reef,8,5,159.3,6
bocas_almirante_mangrove_3,4/16/2025,bocas,almirante,mangrove,3,5,135.74,5
panama_colon_coral_reef_6,1/28/2025,panama,colon,coral_reef,6,3,154.14,7
puerto_armuelles_open_water_6,4/19/2025,puerto,armuelles,open_water,6,4,104.68,4
pedasi_azuero_rocky_shore_6,3/22/2025,pedasi,azuero,rocky_shore,6,2,148.47,6
bocas_almirante_mangrove_9,3/12/2025,bocas,almirante,mangrove,9,5,186.43,4
panama_colon_coral_reef_7,3/4/2025,panama,colon,coral_reef,7,1,109.69,1
puerto_armuelles_open_water_7,3/10/2025,puerto,armuelles,open_water,7,4,111.01,4
david_chiriqui_seagrass_3,4/21/2025,david,chiriqui,seagrass,3,5,113.94,8
bocas_almirante_mangrove_5,3/25/2025,bocas,almirante,mangrove,5,5,159.44,5
panama_colon_coral_reef_7,2/13/2025,panama,colon,coral_reef,7,5,186.01,5
pedasi_azuero_rocky_shore_8,2/3/2025,pedasi,azuero,rocky_shore,8,5,126.83,10
puerto_armuelles_open_water_6,2/27/2025,puerto,armuelles,open_water,6,2,181.43,4
pedasi_azuero_rocky_shore_5,2/18/2025,pedasi,azuero,rocky_shore,5,1,137.24,5
bocas_almirante_mangrove_10,3/1/2025,bocas,almirante,mangrove,10,4,167.99,6
david_chiriqui_seagrass_10,4/15/2025,david,chiriqui,seagrass,10,4,115.41,1
bocas_almirante_mangrove_7,2/24/2025,bocas,almirante,mangrove,7,1,137.52,8
david_chiriqui_seagrass_1,2/5/2025,david,chiriqui,seagrass,1,3,181.83,1
bocas_almirante_mangrove_7,2/28/2025,bocas,almirante,mangrove,7,2,157.59,4
pedasi_azuero_rocky_shore_8,2/9/2025,pedasi,azuero,rocky_shore,8,1,132.02,7
panama_colon_coral_reef_7,2/27/2025,panama,colon,coral_reef,7,5,161.8,6
panama_colon_coral_reef_4,2/1/2025,panama,colon,coral_reef,4,2,133.29,1
david_chiriqui_seagrass_9,2/1/2025,david,chiriqui,seagrass,9,1,115.81,8
pedasi_azuero_rocky_shore_6,2/17/2025,pedasi,azuero,rocky_shore,6,2,118.02,8
david_chiriqui_seagrass_3,3/11/2025,david,chiriqui,seagrass,3,2,115.36,4
david_chiriqui_seagrass_2,3/16/2025,david,chiriqui,seagrass,2,3,178.42,6
panama_colon_coral_reef_6,4/14/2025,panama,colon,coral_reef,6,2,122.08,10
bocas_almirante_mangrove_8,3/30/2025,bocas,almirante,mangrove,8,4,154.81,8
puerto_armuelles_open_water_1,3/24/2025,puerto,armuelles,open_water,1,3,198.49,9
panama_colon_coral_reef_8,4/19/2025,panama,colon,coral_reef,8,2,123.94,7
bocas_almirante_mangrove_8,2/19/2025,bocas,almirante,mangrove,8,4,145.95,10
bocas_almirante_mangrove_1,4/20/2025,bocas,almirante,mangrove,1,5,144.11,3
panama_colon_coral_reef_2,3/4/2025,panama,colon,coral_reef,2,3,162.14,4
puerto_armuelles_open_water_10,1/28/2025,puerto,armuelles,open_water,10,5,179.14,7
david_chiriqui_seagrass_4,2/18/2025,david,chiriqui,seagrass,4,5,174.08,6
pedasi_azuero_rocky_shore_7,2/5/2025,pedasi,azuero,rocky_shore,7,5,156.27,8
puerto_armuelles_open_water_1,2/4/2025,puerto,armuelles,open_water,1,2,184.58,1
bocas_almirante_mangrove_10,4/23/2025,bocas,almirante,mangrove,10,5,134.26,3
david_chiriqui_seagrass_8,4/11/2025,david,chiriqui,seagrass,8,2,114,3
bocas del toro_almirante_mangrove_3,1/27/2016,bocas,almirante,mangrove,3,112.5,195.45,4
bocas del toro_almirante_mangrove_3,1/27/2016,bocas,almirante,mangrove,3,137.5,195.45,1
bocas del toro_almirante_mangrove_3,1/27/2016,bocas,almirante,mangrove,3,162.5,195.45,1
bocas del toro_almirante_mangrove_3,1/27/2016,bocas,almirante,mangrove,3,187.5,195.45,0
bocas del toro_almirante_mangrove_3,1/27/2016,bocas,almirante,mangrove,3,212.5,195.45,0
bocas del toro_almirante_mangrove_3,1/27/2016,bocas,almirante,mangrove,3,237.5,195.45,0
bocas del toro_almirante_mangrove_3,1/27/2016,bocas,almirante,mangrove,3,262.5,195.45,0
bocas del toro_almirante_mangrove_3,1/27/2016,bocas,almirante,mangrove,3,287.5,195.45,0
bocas del toro_almirante_mangrove_3,1/27/2016,bocas,almirante,mangrove,3,312.5,195.45,0
bocas del toro_almirante_mangrove_3,1/27/2016,bocas,almirante,mangrove,3,337.5,195.45,0
bocas del toro_almirante_mangrove_3,1/27/2016,bocas,almirante,mangrove,3,362.5,195.45,0
bocas del toro_almirante_mangrove_3,1/27/2016,bocas,almirante,mangrove,3,387.5,195.45,0
bocas del toro_almirante_reef_1,1/27/2016,bocas,almirante,reef,1,112.5,166.05,0
bocas del toro_almirante_reef_1,1/27/2016,bocas,almirante,reef,1,137.5,166.05,1
bocas del toro_almirante_reef_1,1/27/2016,bocas,almirante,reef,1,162.5,166.05,3
bocas del toro_almirante_reef_1,1/27/2016,bocas,almirante,reef,1,187.5,166.05,4
bocas del toro_almirante_reef_1,1/27/2016,bocas,almirante,reef,1,212.5,166.05,4
bocas del toro_almirante_reef_1,1/27/2016,bocas,almirante,reef,1,237.5,166.05,5
bocas del toro_almirante_reef_1,1/27/2016,bocas,almirante,reef,1,262.5,166.05,1
bocas del toro_almirante_reef_1,1/27/2016,bocas,almirante,reef,1,287.5,166.05,0
bocas del toro_almirante_reef_1,1/27/2016,bocas,almirante,reef,1,312.5,166.05,0
bocas del toro_almirante_reef_1,1/27/2016,bocas,almirante,reef,1,337.5,166.05,2
bocas del toro_almirante_reef_1,1/27/2016,bocas,almirante,reef,1,362.5,166.05,1
bocas del toro_almirante_reef_1,1/27/2016,bocas,almirante,reef,1,387.5,166.05,0
bocas del toro_almirante_reef_3,1/27/2016,bocas,almirante,reef,3,112.5,178.8,0
bocas del toro_almirante_reef_3,1/27/2016,bocas,almirante,reef,3,137.5,178.8,0
bocas del toro_almirante_reef_3,1/27/2016,bocas,almirante,reef,3,162.5,178.8,0
bocas del toro_almirante_reef_3,1/27/2016,bocas,almirante,reef,3,187.5,178.8,3
bocas del toro_almirante_reef_3,1/27/2016,bocas,almirante,reef,3,212.5,178.8,1
bocas del toro_almirante_reef_3,1/27/2016,bocas,almirante,reef,3,237.5,178.8,2
bocas del toro_almirante_reef_3,1/27/2016,bocas,almirante,reef,3,262.5,178.8,1
bocas del toro_almirante_reef_3,1/27/2016,bocas,almirante,reef,3,287.5,178.8,0
bocas del toro_almirante_reef_3,1/27/2016,bocas,almirante,reef,3,312.5,178.8,0
bocas del toro_almirante_reef_3,1/27/2016,bocas,almirante,reef,3,337.5,178.8,0
bocas del toro_almirante_reef_3,1/27/2016,bocas,almirante,reef,3,362.5,178.8,0
bocas del toro_almirante_reef_3,1/27/2016,bocas,almirante,reef,3,387.5,178.8,1
bocas del toro_almirante_soft sediment_1,1/27/2016,bocas,almirante,soft,1,112.5,179.75,0
bocas del toro_almirante_soft sediment_1,1/27/2016,bocas,almirante,soft,1,137.5,179.75,1
bocas del toro_almirante_soft sediment_1,1/27/2016,bocas,almirante,soft,1,162.5,179.75,2
bocas del toro_almirante_soft sediment_1,1/27/2016,bocas,almirante,soft,1,187.5,179.75,0
bocas del toro_almirante_soft sediment_1,1/27/2016,bocas,almirante,soft,1,212.5,179.75,0
bocas del toro_almirante_soft sediment_1,1/27/2016,bocas,almirante,soft,1,237.5,179.75,0
bocas del toro_almirante_soft sediment_1,1/27/2016,bocas,almirante,soft,1,262.5,179.75,0
bocas del toro_almirante_soft sediment_1,1/27/2016,bocas,almirante,soft,1,287.5,179.75,0
bocas del toro_almirante_soft sediment_1,1/27/2016,bocas,almirante,soft,1,312.5,179.75,0
bocas del toro_almirante_soft sediment_1,1/27/2016,bocas,almirante,soft,1,337.5,179.75,0
bocas del toro_almirante_soft sediment_1,1/27/2016,bocas,almirante,soft,1,362.5,179.75,0
bocas del toro_almirante_soft sediment_1,1/27/2016,bocas,almirante,soft,1,387.5,179.75,0
bocas del toro_almirante_soft sediment_2,1/27/2016,bocas,almirante,soft,2,112.5,178.75,1
bocas del toro_almirante_soft sediment_2,1/27/2016,bocas,almirante,soft,2,137.5,178.75,0
bocas del toro_almirante_soft sediment_2,1/27/2016,bocas,almirante,soft,2,162.5,178.75,1
bocas del toro_almirante_soft sediment_2,1/27/2016,bocas,almirante,soft,2,187.5,178.75,0
bocas del toro_almirante_soft sediment_2,1/27/2016,bocas,almirante,soft,2,212.5,178.75,1
bocas del toro_almirante_soft sediment_2,1/27/2016,bocas,almirante,soft,2,237.5,178.75,0
bocas del toro_almirante_soft sediment_2,1/27/2016,bocas,almirante,soft,2,262.5,178.75,0
bocas del toro_almirante_soft sediment_2,1/27/2016,bocas,almirante,soft,2,287.5,178.75,0
bocas del toro_almirante_soft sediment_2,1/27/2016,bocas,almirante,soft,2,312.5,178.75,0
bocas del toro_almirante_soft sediment_2,1/27/2016,bocas,almirante,soft,2,337.5,178.75,0
bocas del toro_almirante_soft sediment_2,1/27/2016,bocas,almirante,soft,2,362.5,178.75,0
bocas del toro_almirante_soft sediment_2,1/27/2016,bocas,almirante,soft,2,387.5,178.75,0
bocas del toro_bocas town_dock_3,2/1/2016,bocas,bocas town,dock,3,112.5,135.0129549,9
bocas del toro_bocas town_dock_3,2/1/2016,bocas,bocas town,dock,3,137.5,135.0129549,15
bocas del toro_bocas town_dock_3,2/1/2016,bocas,bocas town,dock,3,162.5,135.0129549,15
bocas del toro_bocas town_dock_3,2/1/2016,bocas,bocas town,dock,3,187.5,135.0129549,8
bocas del toro_bocas town_dock_3,2/1/2016,bocas,bocas town,dock,3,212.5,135.0129549,2
bocas del toro_bocas town_dock_3,2/1/2016,bocas,bocas town,dock,3,237.5,135.0129549,3
bocas del toro_bocas town_dock_3,2/1/2016,bocas,bocas town,dock,3,262.5,135.0129549,1
bocas del toro_bocas town_dock_3,2/1/2016,bocas,bocas town,dock,3,287.5,135.0129549,1
bocas del toro_bocas town_dock_3,2/1/2016,bocas,bocas town,dock,3,312.5,135.0129549,0
bocas del toro_bocas town_dock_3,2/1/2016,bocas,bocas town,dock,3,337.5,135.0129549,0
bocas del toro_bocas town_dock_3,2/1/2016,bocas,bocas town,dock,3,362.5,135.0129549,0
bocas del toro_bocas town_dock_3,2/1/2016,bocas,bocas town,dock,3,387.5,135.0129549,0
bocas del toro_carinero_dock_1,2/1/2016,bocas,carinero,dock,1,112.5,118.5650046,0
bocas del toro_carinero_dock_1,2/1/2016,bocas,carinero,dock,1,137.5,118.5650046,7
bocas del toro_carinero_dock_1,2/1/2016,bocas,carinero,dock,1,162.5,118.5650046,3
bocas del toro_carinero_dock_1,2/1/2016,bocas,carinero,dock,1,187.5,118.5650046,1
bocas del toro_carinero_dock_1,2/1/2016,bocas,carinero,dock,1,212.5,118.5650046,1
bocas del toro_carinero_dock_1,2/1/2016,bocas,carinero,dock,1,237.5,118.5650046,16
bocas del toro_carinero_dock_1,2/1/2016,bocas,carinero,dock,1,262.5,118.5650046,6
bocas del toro_carinero_dock_1,2/1/2016,bocas,carinero,dock,1,287.5,118.5650046,0
bocas del toro_carinero_dock_1,2/1/2016,bocas,carinero,dock,1,312.5,118.5650046,0
bocas del toro_carinero_dock_1,2/1/2016,bocas,carinero,dock,1,337.5,118.5650046,0
bocas del toro_carinero_dock_1,2/1/2016,bocas,carinero,dock,1,362.5,118.5650046,0
bocas del toro_carinero_dock_1,2/1/2016,bocas,carinero,dock,1,387.5,118.5650046,0
bocas del toro_carinero_dock_2,2/1/2016,bocas,carinero,dock,2,112.5,108.3416523,3
bocas del toro_carinero_dock_2,2/1/2016,bocas,carinero,dock,2,137.5,108.3416523,12
bocas del toro_carinero_dock_2,2/1/2016,bocas,carinero,dock,2,162.5,108.3416523,21
bocas del toro_carinero_dock_2,2/1/2016,bocas,carinero,dock,2,187.5,108.3416523,39
bocas del toro_carinero_dock_2,2/1/2016,bocas,carinero,dock,2,212.5,108.3416523,4
bocas del toro_carinero_dock_2,2/1/2016,bocas,carinero,dock,2,237.5,108.3416523,0
bocas del toro_carinero_dock_2,2/1/2016,bocas,carinero,dock,2,262.5,108.3416523,0
bocas del toro_carinero_dock_2,2/1/2016,bocas,carinero,dock,2,287.5,108.3416523,0
bocas del toro_carinero_dock_2,2/1/2016,bocas,carinero,dock,2,312.5,108.3416523,0
bocas del toro_carinero_dock_2,2/1/2016,bocas,carinero,dock,2,337.5,108.3416523,1
bocas del toro_carinero_dock_2,2/1/2016,bocas,carinero,dock,2,362.5,108.3416523,0
bocas del toro_carinero_dock_2,2/1/2016,bocas,carinero,dock,2,387.5,108.3416523,0
bocas del toro_carinero_dock_3,2/1/2016,bocas,carinero,dock,3,112.5,106.8146199,1
bocas del toro_carinero_dock_3,2/1/2016,bocas,carinero,dock,3,137.5,106.8146199,3
bocas del toro_carinero_dock_3,2/1/2016,bocas,carinero,dock,3,162.5,106.8146199,5
bocas del toro_carinero_dock_3,2/1/2016,bocas,carinero,dock,3,187.5,106.8146199,5
bocas del toro_carinero_dock_3,2/1/2016,bocas,carinero,dock,3,212.5,106.8146199,2
bocas del toro_carinero_dock_3,2/1/2016,bocas,carinero,dock,3,237.5,106.8146199,0
bocas del toro_carinero_dock_3,2/1/2016,bocas,carinero,dock,3,262.5,106.8146199,0
bocas del toro_carinero_dock_3,2/1/2016,bocas,carinero,dock,3,287.5,106.8146199,1
bocas del toro_carinero_dock_3,2/1/2016,bocas,carinero,dock,3,312.5,106.8146199,1
bocas del toro_carinero_dock_3,2/1/2016,bocas,carinero,dock,3,337.5,106.8146199,0
bocas del toro_carinero_dock_3,2/1/2016,bocas,carinero,dock,3,362.5,106.8146199,0
bocas del toro_carinero_dock_3,2/1/2016,bocas,carinero,dock,3,387.5,106.8146199,0
bocas del toro_san cristobal_mangrove_2,1/29/2016,bocas,san cristobal,mangrove,2,112.5,258.75,0
bocas del toro_san cristobal_mangrove_2,1/29/2016,bocas,san cristobal,mangrove,2,137.5,258.75,0
bocas del toro_san cristobal_mangrove_2,1/29/2016,bocas,san cristobal,mangrove,2,162.5,258.75,0
bocas del toro_san cristobal_mangrove_2,1/29/2016,bocas,san cristobal,mangrove,2,187.5,258.75,1
bocas del toro_san cristobal_mangrove_2,1/29/2016,bocas,san cristobal,mangrove,2,212.5,258.75,0
bocas del toro_san cristobal_mangrove_2,1/29/2016,bocas,san cristobal,mangrove,2,237.5,258.75,2
bocas del toro_san cristobal_mangrove_2,1/29/2016,bocas,san cristobal,mangrove,2,262.5,258.75,0
bocas del toro_san cristobal_mangrove_2,1/29/2016,bocas,san cristobal,mangrove,2,287.5,258.75,0
bocas del toro_san cristobal_mangrove_2,1/29/2016,bocas,san cristobal,mangrove,2,312.5,258.75,0
bocas del toro_san cristobal_mangrove_2,1/29/2016,bocas,san cristobal,mangrove,2,337.5,258.75,0
bocas del toro_san cristobal_mangrove_2,1/29/2016,bocas,san cristobal,mangrove,2,362.5,258.75,0
bocas del toro_san cristobal_mangrove_2,1/29/2016,bocas,san cristobal,mangrove,2,387.5,258.75,0
bocas del toro_stri_dock_1,2/1/2016,bocas,stri,dock,1,112.5,81.02330205,0
bocas del toro_stri_dock_1,2/1/2016,bocas,stri,dock,1,137.5,81.02330205,6
bocas del toro_stri_dock_1,2/1/2016,bocas,stri,dock,1,162.5,81.02330205,4
bocas del toro_stri_dock_1,2/1/2016,bocas,stri,dock,1,187.5,81.02330205,3
bocas del toro_stri_dock_1,2/1/2016,bocas,stri,dock,1,212.5,81.02330205,4
bocas del toro_stri_dock_1,2/1/2016,bocas,stri,dock,1,237.5,81.02330205,1
bocas del toro_stri_dock_1,2/1/2016,bocas,stri,dock,1,262.5,81.02330205,2
bocas del toro_stri_dock_1,2/1/2016,bocas,stri,dock,1,287.5,81.02330205,0
bocas del toro_stri_dock_1,2/1/2016,bocas,stri,dock,1,312.5,81.02330205,1
bocas del toro_stri_dock_1,2/1/2016,bocas,stri,dock,1,337.5,81.02330205,0
bocas del toro_stri_dock_1,2/1/2016,bocas,stri,dock,1,362.5,81.02330205,1
bocas del toro_stri_dock_1,2/1/2016,bocas,stri,dock,1,387.5,81.02330205,0
bocas del toro_stri_dock_2,2/1/2016,bocas,stri,dock,2,112.5,98.2218276,0
bocas del toro_stri_dock_2,2/1/2016,bocas,stri,dock,2,137.5,98.2218276,2
bocas del toro_stri_dock_2,2/1/2016,bocas,stri,dock,2,162.5,98.2218276,2
bocas del toro_stri_dock_2,2/1/2016,bocas,stri,dock,2,187.5,98.2218276,1
bocas del toro_stri_dock_2,2/1/2016,bocas,stri,dock,2,212.5,98.2218276,1
bocas del toro_stri_dock_2,2/1/2016,bocas,stri,dock,2,237.5,98.2218276,1
bocas del toro_stri_dock_2,2/1/2016,bocas,stri,dock,2,262.5,98.2218276,0
bocas del toro_stri_dock_2,2/1/2016,bocas,stri,dock,2,287.5,98.2218276,0
bocas del toro_stri_dock_2,2/1/2016,bocas,stri,dock,2,312.5,98.2218276,0
bocas del toro_stri_dock_2,2/1/2016,bocas,stri,dock,2,337.5,98.2218276,0
bocas del toro_stri_dock_2,2/1/2016,bocas,stri,dock,2,362.5,98.2218276,0
bocas del toro_stri_dock_2,2/1/2016,bocas,stri,dock,2,387.5,98.2218276,0
bocas del toro_stri_dock_3,2/1/2016,bocas,stri,dock,3,112.5,99.73591905,1
bocas del toro_stri_dock_3,2/1/2016,bocas,stri,dock,3,137.5,99.73591905,1
